Work_Order,Description,Location,Location_Normalized,Asset,Notes,Lead,Reported_Date,Reported_Timestamp,Target_Finish,Target_Finish_Timestamp,Actual_Finish,Actual_Finish_Timestamp,Priority,Priority_Int,Priority_InvalidValue,Work_Type,Status,History,Is_dynamic,Dynamic_Job_Plan_applied,Site
23-51592,EV-1630 FINISH EVAPORATOR  HIGH PRESSURE WASH,EV-1630,EV-1630,1649,,,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,4-24-24 9:00 PM,2024-04-24T21:00:00.000Z,2-7-24 12:32 PM,2024-02-07T12:32:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51591,CRANE TO SUPPORT,EV-1630,EV-1630,1649,,,11-27-23 1:46 AM,2023-11-27T01:46:00.000Z,4-23-24 1:00 AM,2024-04-23T01:00:00.000Z,2-7-24 12:32 PM,2024-02-07T12:32:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51590,"UNBOLT, RIG & REMOVE BOTH END PLATES FROM THE EXCHANGER",EV-1630,EV-1630,1649,,,11-27-23 1:46 AM,2023-11-27T01:46:00.000Z,4-23-24 6:00 AM,2024-04-23T06:00:00.000Z,2-7-24 12:32 PM,2024-02-07T12:32:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51589,(PRE) BUILD SCAFF ON NORTH END,EV-1630,EV-1630,1649,,,11-27-23 1:46 AM,2023-11-27T01:46:00.000Z,4-23-24 2:00 AM,2024-04-23T02:00:00.000Z,2-7-24 12:32 PM,2024-02-07T12:32:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51588,(PRE) BUILD SCAFF ON SOUTH END,EV-1630,EV-1630,1649,,,11-27-23 1:46 AM,2023-11-27T01:46:00.000Z,4-23-24 4:00 AM,2024-04-23T04:00:00.000Z,2-7-24 12:32 PM,2024-02-07T12:32:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51587,EV-1630 HPW WATER CLEANING- PM SERVICE,EV-1630,EV-1630,1649,,,11-27-23 1:46 AM,2023-11-27T01:46:00.000Z,4-23-24 6:00 PM,2024-04-23T18:00:00.000Z,2-7-24 12:32 PM,2024-02-07T12:32:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-51586,EJ-1630 THERMOCOMPRESSOR INSPECTION & CLEAN,EJ-1630,EJ-1630,1639,,,11-27-23 1:46 AM,2023-11-27T01:46:00.000Z,4-23-24 12:00 AM,2024-04-23T00:00:00.000Z,1-19-25 9:46 PM,2025-01-19T21:46:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51585,EJ-1630 THERMOCOMPRESSOR INPECTION & CLEANING,EJ-1630,EJ-1630,1639,,,11-27-23 1:46 AM,2023-11-27T01:46:00.000Z,10-31-24 6:00 AM,2024-10-31T06:00:00.000Z,1-19-25 9:46 PM,2025-01-19T21:46:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-51584,Replace hydroheater,EJ-1302,EJ-1302,,,,11-27-23 1:46 AM,2023-11-27T01:46:00.000Z,4-19-24 12:00 AM,2024-04-19T00:00:00.000Z,1-22-24 7:09 AM,2024-01-22T07:09:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51583,EJ-1302 HYDROHEATER REPLACEMENT - FE02,EJ-1302,EJ-1302,,,,11-27-23 1:46 AM,2023-11-27T01:46:00.000Z,1-31-24 2:00 AM,2024-01-31T02:00:00.000Z,1-18-24 2:00 AM,2024-01-18T02:00:00.000Z,4,4,,CO,CLOSE,Y,N,NO,CHATHAM
23-51582,DRAG CONVEYOR  P.M.,CV-1301,CV-1301,1405,,,11-27-23 1:46 AM,2023-11-27T01:46:00.000Z,4-23-24 1:30 AM,2024-04-23T01:30:00.000Z,5-22-24 8:13 AM,2024-05-22T08:13:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51581,CV-1301 MECHANICAL PM,CV-1301,CV-1301,1405,,,11-27-23 1:46 AM,2023-11-27T01:46:00.000Z,4-23-24 1:30 AM,2024-04-23T01:30:00.000Z,5-22-24 8:13 AM,2024-05-22T08:13:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-51580,SCREW CONVEYOR PM,CV-1201,CV-1201,1402,,,11-27-23 1:46 AM,2023-11-27T01:46:00.000Z,4-23-24 12:00 AM,2024-04-23T00:00:00.000Z,5-22-24 8:12 AM,2024-05-22T08:12:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51579,CV-1201 MECHANICAL PM,CV-1201,CV-1201,1402,,,11-27-23 1:46 AM,2023-11-27T01:46:00.000Z,4-23-24 2:00 AM,2024-04-23T02:00:00.000Z,5-22-24 8:12 AM,2024-05-22T08:12:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-51578,SE-2101 ROTEX SHAKER SCREEN P.M.,SE-2101,SE-2101,4876,,,11-27-23 1:46 AM,2023-11-27T01:46:00.000Z,4-23-24 1:30 AM,2024-04-23T01:30:00.000Z,5-22-24 9:25 AM,2024-05-22T09:25:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51577,SE-2101 MECHANICAL PM,SE-2101,SE-2101,4876,,,11-27-23 1:46 AM,2023-11-27T01:46:00.000Z,4-23-24 12:45 AM,2024-04-23T00:45:00.000Z,5-22-24 9:25 AM,2024-05-22T09:25:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-51576,CORN PROBE PM + GREASING,SA-2101,SA-2101,4865,,,11-27-23 1:46 AM,2023-11-27T01:46:00.000Z,1-1-24 8:30 AM,2024-01-01T08:30:00.000Z,1-4-24 7:37 AM,2024-01-04T07:37:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-51575,SA-2101 CORN PROBE - MECHANICAL  PM,SA-2101,SA-2101,4865,Hydraulic actuator for spear found to have a slow leak. Not leaking bad.,,11-27-23 1:46 AM,2023-11-27T01:46:00.000Z,1-1-24 8:30 AM,2024-01-01T08:30:00.000Z,1-2-24 8:30 AM,2024-01-02T08:30:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM
23-51574,GIVE SAMPLE TO SHIPPER/RECEIVER,ME-3601A,ME-3601A,,,,11-27-23 1:46 AM,2023-11-27T01:46:00.000Z,12-28-23 12:00 AM,2023-12-28T00:00:00.000Z,12-21-23 11:11 AM,2023-12-21T11:11:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-51573,CHECK OIL LEVEL,ME-3601A,ME-3601A,,,,11-27-23 1:46 AM,2023-11-27T01:46:00.000Z,12-28-23 12:30 AM,2023-12-28T00:30:00.000Z,12-21-23 11:11 AM,2023-12-21T11:11:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-51572,EXTRACT OIL SAMPLE,ME-3601A,ME-3601A,,,,11-27-23 1:46 AM,2023-11-27T01:46:00.000Z,12-28-23 12:30 AM,2023-12-28T00:30:00.000Z,12-21-23 11:11 AM,2023-12-21T11:11:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-51571,PREPARATION OF CONTAINERS,ME-3601A,ME-3601A,,,,11-27-23 1:46 AM,2023-11-27T01:46:00.000Z,12-28-23 12:00 AM,2023-12-28T00:00:00.000Z,12-21-23 11:11 AM,2023-12-21T11:11:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-51570,ME-3601A - LUBE OIL SAMPLE,ME-3601A,ME-3601A,,,,11-27-23 1:46 AM,2023-11-27T01:46:00.000Z,12-28-23 12:30 AM,2023-12-28T00:30:00.000Z,12-21-23 1:00 AM,2023-12-21T01:00:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM
23-51569,MOTOR SHAFT MOUNTED FAN WHEEL,BL-3602,BL-3602,1299,,,11-27-23 1:46 AM,2023-11-27T01:46:00.000Z,4-23-24 1:30 AM,2024-04-23T01:30:00.000Z,,,4,4,,SD,SCHED,N,,NO,CHATHAM
23-51568,BL-3602 MECHANICAL PM,BL-3602,BL-3602,1299,,,11-27-23 1:46 AM,2023-11-27T01:46:00.000Z,4-23-24 1:30 AM,2024-04-23T01:30:00.000Z,,,4,4,,SD,SCHED,N,N,NO,CHATHAM
23-51567,MOTOR SHAFT MOUNTED FAN WHEEL,BL-3601,BL-3601,1298,,,11-27-23 1:46 AM,2023-11-27T01:46:00.000Z,4-23-24 1:30 AM,2024-04-23T01:30:00.000Z,,,4,4,,SD,SCHED,N,,NO,CHATHAM
23-51566,BL-3601 MECHANICAL PM,BL-3601,BL-3601,1298,,,11-27-23 1:46 AM,2023-11-27T01:46:00.000Z,4-23-24 1:30 AM,2024-04-23T01:30:00.000Z,,,4,4,,SD,SCHED,N,N,NO,CHATHAM
23-51565,EXHAULT/ SUPPLY AIR BLOWER PM,BL-1302,BL-1302,1287,,,11-27-23 1:46 AM,2023-11-27T01:46:00.000Z,4-23-24 1:30 AM,2024-04-23T01:30:00.000Z,5-22-24 7:54 AM,2024-05-22T07:54:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51564,BL-1302 MECHANICAL PM,BL-1302,BL-1302,1287,,,11-27-23 1:46 AM,2023-11-27T01:46:00.000Z,4-23-24 1:30 AM,2024-04-23T01:30:00.000Z,5-22-24 7:54 AM,2024-05-22T07:54:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-51563,CENTRIFUGAL BLOWER P.M.,BL-1201,BL-1201,1285,,,11-27-23 1:45 AM,2023-11-27T01:45:00.000Z,4-23-24 1:30 AM,2024-04-23T01:30:00.000Z,6-20-24 12:15 PM,2024-06-20T12:15:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51562,BL-1201 MECHANICAL PM,BL-1201,BL-1201,1285,,,11-27-23 1:45 AM,2023-11-27T01:45:00.000Z,4-23-24 1:00 AM,2024-04-23T01:00:00.000Z,6-20-24 12:15 PM,2024-06-20T12:15:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-51561,Check operation of biothane float in diked area,LSH-41401,LSH-41401,3081,,,11-27-23 1:45 AM,2023-11-27T01:45:00.000Z,12-25-23 12:30 AM,2023-12-25T00:30:00.000Z,12-29-23 8:08 AM,2023-12-29T08:08:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-51560,BIOTHANE FLOAT OP CHECK- (LSH-41401) - PM SERVICE,LSH-41401,LSH-41401,3081,,,11-27-23 1:45 AM,2023-11-27T01:45:00.000Z,12-25-23 12:30 AM,2023-12-25T00:30:00.000Z,12-29-23 1:00 AM,2023-12-29T01:00:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM
23-51559,DISMANTLE SCAFFOLD,B-3601,B-3601,1271,,,11-27-23 1:45 AM,2023-11-27T01:45:00.000Z,4-23-24 1:00 AM,2024-04-23T01:00:00.000Z,11-1-24 2:10 PM,2024-11-01T14:10:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-51558,REMOVE LOTO,B-3601,B-3601,1271,,,11-27-23 1:45 AM,2023-11-27T01:45:00.000Z,4-23-24 4:00 AM,2024-04-23T04:00:00.000Z,11-1-24 2:10 PM,2024-11-01T14:10:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-51557,TEST / CHECK / CLEAN WATER COLUMN PROBES,B-3601,B-3601,1271,,,11-27-23 1:45 AM,2023-11-27T01:45:00.000Z,4-23-24 1:00 AM,2024-04-23T01:00:00.000Z,11-1-24 2:10 PM,2024-11-01T14:10:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-51556,CALIBRATE AIT-36801A/B (FLUE GAS/O2/CO),B-3601,B-3601,1271,,,11-27-23 1:45 AM,2023-11-27T01:45:00.000Z,4-23-24 2:00 AM,2024-04-23T02:00:00.000Z,11-1-24 2:10 PM,2024-11-01T14:10:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-51555,CALIBRATE PY-36801A (FD FAN DAMPER),B-3601,B-3601,1271,,,11-27-23 1:45 AM,2023-11-27T01:45:00.000Z,4-23-24 1:00 AM,2024-04-23T01:00:00.000Z,11-1-24 2:10 PM,2024-11-01T14:10:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-51554,CALIBRATE FV-36801 (FEEDWATER CONTROL VALVE),B-3601,B-3601,1271,,,11-27-23 1:45 AM,2023-11-27T01:45:00.000Z,4-23-24 1:00 AM,2024-04-23T01:00:00.000Z,11-1-24 2:10 PM,2024-11-01T14:10:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-51553,CALIBRATE PY-36801B (GAS CONTROL VALVE),B-3601,B-3601,1271,,,11-27-23 1:45 AM,2023-11-27T01:45:00.000Z,4-23-24 1:00 AM,2024-04-23T01:00:00.000Z,11-1-24 2:10 PM,2024-11-01T14:10:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-51552,CALIBRATE PT-36807 (STACK PRESSURE),B-3601,B-3601,1271,,,11-27-23 1:45 AM,2023-11-27T01:45:00.000Z,4-23-24 1:00 AM,2024-04-23T01:00:00.000Z,11-1-24 2:10 PM,2024-11-01T14:10:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-51551,CALIBRATE FT-36502 (COMBUSTION AIR FLOW),B-3601,B-3601,1271,,,11-27-23 1:45 AM,2023-11-27T01:45:00.000Z,4-23-24 1:00 AM,2024-04-23T01:00:00.000Z,11-1-24 2:10 PM,2024-11-01T14:10:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-51550,CALIBRATE PT-36801 (DRUM STEAM PRESSURE),B-3601,B-3601,1271,,,11-27-23 1:45 AM,2023-11-27T01:45:00.000Z,4-23-24 1:00 AM,2024-04-23T01:00:00.000Z,11-1-24 2:10 PM,2024-11-01T14:10:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-51549,CALIBRATE FT-36801 (FEEDWATER FLOW),B-3601,B-3601,1271,,,11-27-23 1:45 AM,2023-11-27T01:45:00.000Z,4-23-24 1:00 AM,2024-04-23T01:00:00.000Z,11-1-24 2:10 PM,2024-11-01T14:10:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-51548,CALIBRATE FT-36802 (STEAM FLOW),B-3601,B-3601,1271,,,11-27-23 1:45 AM,2023-11-27T01:45:00.000Z,4-23-24 1:00 AM,2024-04-23T01:00:00.000Z,11-1-24 2:10 PM,2024-11-01T14:10:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-51547,CALIBRATE LT-36801 (DRUM LEVEL),B-3601,B-3601,1271,,,11-27-23 1:45 AM,2023-11-27T01:45:00.000Z,4-23-24 1:00 AM,2024-04-23T01:00:00.000Z,11-1-24 2:10 PM,2024-11-01T14:10:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-51546,LOTO BOILER,B-3601,B-3601,1271,,,11-27-23 1:45 AM,2023-11-27T01:45:00.000Z,4-23-24 4:00 AM,2024-04-23T04:00:00.000Z,11-1-24 2:10 PM,2024-11-01T14:10:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-51545,SCAFFOLD BUILD AT WATER COLUMN,B-3601,B-3601,1271,,,11-27-23 1:45 AM,2023-11-27T01:45:00.000Z,4-23-24 2:00 AM,2024-04-23T02:00:00.000Z,11-1-24 2:10 PM,2024-11-01T14:10:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-51544,B-3601 INSTRUMENT CALIBRATIONS,B-3601,B-3601,1271,,,11-27-23 1:45 AM,2023-11-27T01:45:00.000Z,10-21-24 5:00 PM,2024-10-21T17:00:00.000Z,11-1-24 2:10 PM,2024-11-01T14:10:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-51543,B-3601 PACKAGE BOILER OVERHAUL 'D' STYLE NEBRASKA,B-3601,B-3601,1271,,,11-27-23 1:45 AM,2023-11-27T01:45:00.000Z,4-23-24 6:00 PM,2024-04-23T18:00:00.000Z,4-9-24 11:35 AM,2024-04-09T11:35:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51542,BOILER INSPEC. & OVERHAUL - (3601) - PM SERVICE,B-3601,B-3601,1271,,,11-27-23 1:45 AM,2023-11-27T01:45:00.000Z,4-24-24 12:00 AM,2024-04-24T00:00:00.000Z,4-9-24 11:35 AM,2024-04-09T11:35:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-51541,1600 AREA - TEMPERATURE CHECKS,1600,1600,,,,11-27-23 1:45 AM,2023-11-27T01:45:00.000Z,12-25-23 1:30 AM,2023-12-25T01:30:00.000Z,12-22-23 6:58 AM,2023-12-22T06:58:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-51540,AGITATOR PM,1600,1600,,,,11-27-23 1:45 AM,2023-11-27T01:45:00.000Z,12-25-23 1:30 AM,2023-12-25T01:30:00.000Z,12-22-23 6:58 AM,2023-12-22T06:58:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-51539,1600/1700/1900 AREA - AGITATOR MECHANICAL PM,1600,1600,,,,11-27-23 1:45 AM,2023-11-27T01:45:00.000Z,12-25-23 12:20 AM,2023-12-25T00:20:00.000Z,12-22-23 6:58 AM,2023-12-22T06:58:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM
23-51538,1400 AREA - AGITATOR TEMPERATURE CHECKS,1400,1400,,,,11-27-23 1:45 AM,2023-11-27T01:45:00.000Z,12-25-23 1:30 AM,2023-12-25T01:30:00.000Z,12-21-23 4:03 PM,2023-12-21T16:03:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-51537,AGITATOR GEARBOX MONTHLY PM CHECKS,1400,1400,,,,11-27-23 1:45 AM,2023-11-27T01:45:00.000Z,12-25-23 1:30 AM,2023-12-25T01:30:00.000Z,12-21-23 4:03 PM,2023-12-21T16:03:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-51536,1400 AREA - AGITATOR MECHANICAL PM,1400,1400,,,,11-27-23 1:45 AM,2023-11-27T01:45:00.000Z,12-25-23 3:00 AM,2023-12-25T03:00:00.000Z,12-21-23 1:00 AM,2023-12-21T01:00:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM
23-51535,1300 AREA - AGITATOR TEMPERATURE CHECKS,1300,1300,,,,11-27-23 1:45 AM,2023-11-27T01:45:00.000Z,12-25-23 1:30 AM,2023-12-25T01:30:00.000Z,12-21-23 6:45 AM,2023-12-21T06:45:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-51534,EURODRIVE AGITATOR GEARBOX PM,1300,1300,,,,11-27-23 1:45 AM,2023-11-27T01:45:00.000Z,12-25-23 1:30 AM,2023-12-25T01:30:00.000Z,12-21-23 6:45 AM,2023-12-21T06:45:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-51533,1300 AREA - AGITATOR MECHANICAL PM,1300,1300,,,,11-27-23 1:45 AM,2023-11-27T01:45:00.000Z,12-25-23 3:00 AM,2023-12-25T03:00:00.000Z,12-20-23 2:00 AM,2023-12-20T02:00:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM
23-51529,"2024 TA Remove, Service and Replace FY-36701",FY-36701,FY-36701,2406,,,11-24-23 8:13 AM,2023-11-24T08:13:00.000Z,10-23-24 4:30 PM,2024-10-23T16:30:00.000Z,10-30-24 3:18 PM,2024-10-30T15:18:00.000Z,4,4,,CO,CLOSE,Y,N,NO,CHATHAM
23-51526,DROA - TY18615 - Steam Control Valve to M1837- Passing,TCV-18615A,TCV-18615A,,,,11-23-23 11:44 AM,2023-11-23T11:44:00.000Z,12-31-23 9:01 AM,2023-12-31T09:01:00.000Z,1-15-24 10:56 AM,2024-01-15T10:56:00.000Z,4,4,,RM,CLOSE,Y,,NO,CHATHAM
23-51524,Nov 28-30 Support main burner change on Cg2,ME-3602A,ME-3602A,,,,11-23-23 10:11 AM,2023-11-23T10:11:00.000Z,12-16-23 4:00 PM,2023-12-16T16:00:00.000Z,11-28-23 3:37 PM,2023-11-28T15:37:00.000Z,2,2,,CO,CLOSE,Y,,NO,CHATHAM
23-51523,Nov 25-27 Support Burner Change on CG1,ME-3601A,ME-3601A,,,,11-23-23 10:07 AM,2023-11-23T10:07:00.000Z,12-13-23 4:00 PM,2023-12-13T16:00:00.000Z,11-27-23 2:36 PM,2023-11-27T14:36:00.000Z,2,2,,CO,CLOSE,Y,,NO,CHATHAM
23-51518,install PSV -55205 on vent line 4' down from PSV 13603,PSV-55205,PSV-55205,4464,,,11-23-23 9:46 AM,2023-11-23T09:46:00.000Z,12-10-23 4:15 PM,2023-12-10T16:15:00.000Z,12-14-23 4:14 PM,2023-12-14T16:14:00.000Z,2,2,,CO,CLOSE,Y,,NO,CHATHAM
23-51517,Troubleshoot RV-1834 Tripping,RV-1834,RV-1834,,,,11-23-23 9:07 AM,2023-11-23T09:07:00.000Z,11-26-23 9:07 AM,2023-11-26T09:07:00.000Z,11-23-23 4:11 PM,2023-11-23T16:11:00.000Z,2,2,,CO,CLOSE,Y,,NO,CHATHAM
23-51516,assistance in demo hut to organize per meeting with Mohammed,DEMO-PLANT,DEMO-PLANT,6757,,,11-22-23 3:47 PM,2023-11-22T15:47:00.000Z,12-4-23 2:23 PM,2023-12-04T14:23:00.000Z,12-5-23 8:23 PM,2023-12-05T20:23:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-51515,Ethernet port in Lab Not Working,QC LAB,QC LAB,6796,,,11-22-23 2:10 PM,2023-11-22T14:10:00.000Z,12-1-23 10:20 AM,2023-12-01T10:20:00.000Z,12-4-23 10:00 AM,2023-12-04T10:00:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM
23-51514,TT55134 has gone Bad IO (MSU1 Bed B outlet temp),TT-55134,TT-55134,5670,,,11-22-23 2:05 PM,2023-11-22T14:05:00.000Z,11-23-23 8:46 AM,2023-11-23T08:46:00.000Z,11-22-23 2:47 PM,2023-11-22T14:47:00.000Z,2,2,,CO,CLOSE,Y,,NO,CHATHAM
23-51513,Install EHT on potable water line to DDG office,2600,2600,,,,11-22-23 1:59 PM,2023-11-22T13:59:00.000Z,12-8-23 12:00 AM,2023-12-08T00:00:00.000Z,11-29-23 4:00 PM,2023-11-29T16:00:00.000Z,4,4,,CP,CLOSE,Y,,NO,CHATHAM
23-51512,Manitou Wiper Blade Malfunction,FLT-002,FLT-002,1919,,,11-22-23 1:51 PM,2023-11-22T13:51:00.000Z,12-5-23 1:25 PM,2023-12-05T13:25:00.000Z,10-8-24 11:14 AM,2024-10-08T11:14:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM
23-51511,Mount monitor for Genetec in new grain office/lab,BU-ADMIN,BU-ADMIN,1314,,,11-22-23 1:49 PM,2023-11-22T13:49:00.000Z,12-1-23 1:35 PM,2023-12-01T13:35:00.000Z,11-27-23 9:00 AM,2023-11-27T09:00:00.000Z,2,2,,CO,CLOSE,Y,,NO,CHATHAM
23-51510,Disconnect and reconnect trailer,CHATHAM,CHATHAM,,,,11-22-23 1:32 PM,2023-11-22T13:32:00.000Z,11-24-23 3:15 PM,2023-11-24T15:15:00.000Z,11-29-23 10:53 AM,2023-11-29T10:53:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM
23-51509,DC2101 showing high DP (differential pressure),DC-2101,DC-2101,1457,,,11-22-23 1:29 PM,2023-11-22T13:29:00.000Z,11-27-23 12:49 PM,2023-11-27T12:49:00.000Z,11-27-23 6:30 AM,2023-11-27T06:30:00.000Z,2,2,,CO,CLOSE,Y,,NO,CHATHAM
23-51508,Distillation light repairs,1500,1500,,,,11-22-23 1:08 PM,2023-11-22T13:08:00.000Z,12-17-23 1:08 PM,2023-12-17T13:08:00.000Z,11-30-23 6:15 AM,2023-11-30T06:15:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM
23-51507,TrackMobile wont start. Try to Jump battery,CP-2000,CP-2000,1391,,,11-22-23 11:31 AM,2023-11-22T11:31:00.000Z,11-22-23 1:30 PM,2023-11-22T13:30:00.000Z,11-23-23 6:38 AM,2023-11-23T06:38:00.000Z,1,1,,RM,CLOSE,Y,,NO,CHATHAM
23-51506,Reinstall cable tray in front of Dryer C,1830,1830,,,,11-22-23 11:03 AM,2023-11-22T11:03:00.000Z,12-17-23 11:03 AM,2023-12-17T11:03:00.000Z,12-4-23 11:00 AM,2023-12-04T11:00:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM
23-51505,Heat trace waterline going to new trailer,BU-DDG,BU-DDG,1319,,,11-22-23 10:17 AM,2023-11-22T10:17:00.000Z,12-17-23 10:17 AM,2023-12-17T10:17:00.000Z,,,4,4,,CO,CAN,Y,,NO,CHATHAM
23-51504,RV 1834 motor replace (call in),RV-1834,RV-1834,,,,11-22-23 9:32 AM,2023-11-22T09:32:00.000Z,11-23-23 8:55 AM,2023-11-23T08:55:00.000Z,11-22-23 1:49 PM,2023-11-22T13:49:00.000Z,2,2,,RM,CLOSE,Y,,NO,CHATHAM
23-51503,Reconnect new motor and verify rotation,P-6586A,P-6586A,1114,,,11-22-23 9:24 AM,2023-11-22T09:24:00.000Z,12-15-23 1:43 PM,2023-12-15T13:43:00.000Z,2-16-24 2:43 PM,2024-02-16T14:43:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM
23-51502,Install new motor and laser allign,P-6586A,P-6586A,1114,,,11-22-23 9:23 AM,2023-11-22T09:23:00.000Z,12-15-23 1:43 PM,2023-12-15T13:43:00.000Z,2-16-24 5:43 PM,2024-02-16T17:43:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM
23-51501,Remove old Motor,P-6586A,P-6586A,1114,,,11-22-23 9:23 AM,2023-11-22T09:23:00.000Z,12-15-23 1:43 PM,2023-12-15T13:43:00.000Z,2-16-24 2:43 PM,2024-02-16T14:43:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM
23-51500,Disconnect Motor electrically,P-6586A,P-6586A,1114,,,11-22-23 9:23 AM,2023-11-22T09:23:00.000Z,12-15-23 1:43 PM,2023-12-15T13:43:00.000Z,2-16-24 2:43 PM,2024-02-16T14:43:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM
23-51499,Change out motor on P-6586A,P-6586A,P-6586A,1114,,,11-22-23 9:14 AM,2023-11-22T09:14:00.000Z,4-30-24 4:00 PM,2024-04-30T16:00:00.000Z,4-19-24 11:44 AM,2024-04-19T11:44:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM
23-51496,Install heat trace,P-1640,P-1640,3656,,,11-22-23 7:48 AM,2023-11-22T07:48:00.000Z,8-31-23 10:24 AM,2023-08-31T10:24:00.000Z,6-27-24 11:04 AM,2024-06-27T11:04:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM
23-51495,Measure and order necessary components,P-1640,P-1640,3656,,,11-22-23 7:48 AM,2023-11-22T07:48:00.000Z,8-31-23 10:24 AM,2023-08-31T10:24:00.000Z,11-28-23 6:30 AM,2023-11-28T06:30:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM
23-51494,Review with engineering on what to heat trace,P-1640,P-1640,3656,,,11-22-23 7:47 AM,2023-11-22T07:47:00.000Z,8-31-23 10:24 AM,2023-08-31T10:24:00.000Z,11-28-23 6:30 AM,2023-11-28T06:30:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM
