WorkOrder_Asset,WorkOrder_Description,Work_Order,Location,Location_Normalized,Notes,Lead,Reported_Date,Reported_Timestamp,Target_Finish,Target_Finish_Timestamp,Actual_Finish,Actual_Finish_Timestamp,Priority,Priority_Int,Priority_InvalidValue,Work_Type,Status,History,Is_dynamic,Dynamic_Job_Plan_applied,Site,Assets,Asset_Descriptions,Parent,IsProblematic,Area,Tag_Full,INstrumentation_Location,Instrumentation_Type_,Instrumentation_Data_Type,Instrumentation_Data_Type_Meaning,INstrumentation_Type_Description,Role,Instrumentation_Description,Related_Location_Cleaned
2556,Trunnion Lubrication,23-32091,DR-1826,DR-1826,,,1-16-23 1:49 AM,2023-01-16T01:49:00.000Z,2-9-23 12:00 AM,2023-02-09T00:00:00.000Z,1-21-23 12:02 PM,2023-01-21T12:02:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,"2541, 2542, 2543, 2544, 2545, 2547, 2549, 2550, 2552, 2553, 2554, 2555, 2556, 2557, 2558, 2559","SWISS COMBI ROTARY DRYER DRUM, SEW GEARBOX - LEFT HAND DRIVE -, SEW GEARBOX - LEFT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, TRUNNION (A) - LEFT HAND DRIVE, TRUNNION (B)- RIGHT HAND DRIVE, TRUNNION (D) - LEFT HAND DRIVE, TRUNNION (C) - RIGHT HAND DRIVE, THRUST ROLLER ASSEMBLY, THRUST ROLLER ASSEMBLY, TRUNNION LUBRICATION SYSTEM",,No,CH-DRA_CYCLNS,CH-DRA_CYCLNS:TT18168B.MEAS,TT-18168B,TT,MEAS,Measured value (PV),Temperature transmitter,Measurement,DRUM DR1826 MOTOR A AMPERAGE,DR-1826
2556,Trunnion Lubrication,23-32091,DR-1826,DR-1826,,,1-16-23 1:49 AM,2023-01-16T01:49:00.000Z,2-9-23 12:00 AM,2023-02-09T00:00:00.000Z,1-21-23 12:02 PM,2023-01-21T12:02:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,"2541, 2542, 2543, 2544, 2545, 2547, 2549, 2550, 2552, 2553, 2554, 2555, 2556, 2557, 2558, 2559","SWISS COMBI ROTARY DRYER DRUM, SEW GEARBOX - LEFT HAND DRIVE -, SEW GEARBOX - LEFT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, TRUNNION (A) - LEFT HAND DRIVE, TRUNNION (B)- RIGHT HAND DRIVE, TRUNNION (D) - LEFT HAND DRIVE, TRUNNION (C) - RIGHT HAND DRIVE, THRUST ROLLER ASSEMBLY, THRUST ROLLER ASSEMBLY, TRUNNION LUBRICATION SYSTEM",,No,CH-DRA_COMB_AIR,CH-DRA_COMB_AIR:PY18180.OUT,PY-18180,PY,OUT,Controller output / demand (CO),Pressure final element demand (valve pos/demand),Output/Demand,DRUM DR1826 SPEED CONTROL,DR-1826
2556,Trunnion Lubrication,23-32091,DR-1826,DR-1826,,,1-16-23 1:49 AM,2023-01-16T01:49:00.000Z,2-9-23 12:00 AM,2023-02-09T00:00:00.000Z,1-21-23 12:02 PM,2023-01-21T12:02:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,"2541, 2542, 2543, 2544, 2545, 2547, 2549, 2550, 2552, 2553, 2554, 2555, 2556, 2557, 2558, 2559","SWISS COMBI ROTARY DRYER DRUM, SEW GEARBOX - LEFT HAND DRIVE -, SEW GEARBOX - LEFT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, TRUNNION (A) - LEFT HAND DRIVE, TRUNNION (B)- RIGHT HAND DRIVE, TRUNNION (D) - LEFT HAND DRIVE, TRUNNION (C) - RIGHT HAND DRIVE, THRUST ROLLER ASSEMBLY, THRUST ROLLER ASSEMBLY, TRUNNION LUBRICATION SYSTEM",,No,CH-DRA_COMB_AIR,CH-DRA_COMB_AIR:PIC18215.OUT,PIC-18215,PIC,OUT,Controller output / demand (CO),Pressure indicating controller,Output/Demand,DRUM DR1826 MOTOR 1 CONTROL,DR-1826
2556,Trunnion Lubrication,23-32091,DR-1826,DR-1826,,,1-16-23 1:49 AM,2023-01-16T01:49:00.000Z,2-9-23 12:00 AM,2023-02-09T00:00:00.000Z,1-21-23 12:02 PM,2023-01-21T12:02:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,"2541, 2542, 2543, 2544, 2545, 2547, 2549, 2550, 2552, 2553, 2554, 2555, 2556, 2557, 2558, 2559","SWISS COMBI ROTARY DRYER DRUM, SEW GEARBOX - LEFT HAND DRIVE -, SEW GEARBOX - LEFT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, TRUNNION (A) - LEFT HAND DRIVE, TRUNNION (B)- RIGHT HAND DRIVE, TRUNNION (D) - LEFT HAND DRIVE, TRUNNION (C) - RIGHT HAND DRIVE, THRUST ROLLER ASSEMBLY, THRUST ROLLER ASSEMBLY, TRUNNION LUBRICATION SYSTEM",,No,CH-DRA_COMB_AIR,CH-DRA_COMB_AIR:PIC18215.SPT,PIC-18215,PIC,SPT,Setpoint (SP),Pressure indicating controller,Setpoint,DR1826 MASTR 2 MOTR SPD CTRL,DR-1826
2556,Trunnion Lubrication,23-32091,DR-1826,DR-1826,,,1-16-23 1:49 AM,2023-01-16T01:49:00.000Z,2-9-23 12:00 AM,2023-02-09T00:00:00.000Z,1-21-23 12:02 PM,2023-01-21T12:02:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,"2541, 2542, 2543, 2544, 2545, 2547, 2549, 2550, 2552, 2553, 2554, 2555, 2556, 2557, 2558, 2559","SWISS COMBI ROTARY DRYER DRUM, SEW GEARBOX - LEFT HAND DRIVE -, SEW GEARBOX - LEFT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, TRUNNION (A) - LEFT HAND DRIVE, TRUNNION (B)- RIGHT HAND DRIVE, TRUNNION (D) - LEFT HAND DRIVE, TRUNNION (C) - RIGHT HAND DRIVE, THRUST ROLLER ASSEMBLY, THRUST ROLLER ASSEMBLY, TRUNNION LUBRICATION SYSTEM",,No,CH-DRA_FIRE_WTR,CH-DRA_FIRE_WTR:TT35445.MEAS,TT-35445,TT,MEAS,Measured value (PV),Temperature transmitter,Measurement,DRUM DR1826 ACCESS DOOR,DR-1826
2556,Trunnion Lubrication,23-32091,DR-1826,DR-1826,,,1-16-23 1:49 AM,2023-01-16T01:49:00.000Z,2-9-23 12:00 AM,2023-02-09T00:00:00.000Z,1-21-23 12:02 PM,2023-01-21T12:02:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,"2541, 2542, 2543, 2544, 2545, 2547, 2549, 2550, 2552, 2553, 2554, 2555, 2556, 2557, 2558, 2559","SWISS COMBI ROTARY DRYER DRUM, SEW GEARBOX - LEFT HAND DRIVE -, SEW GEARBOX - LEFT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, TRUNNION (A) - LEFT HAND DRIVE, TRUNNION (B)- RIGHT HAND DRIVE, TRUNNION (D) - LEFT HAND DRIVE, TRUNNION (C) - RIGHT HAND DRIVE, THRUST ROLLER ASSEMBLY, THRUST ROLLER ASSEMBLY, TRUNNION LUBRICATION SYSTEM",,No,CH-DRYER_A,CH-DRYER_A:KS18145B.STAIND,KS-18145B,KS,STAIND,"Status indication (open/closed, run/stop)",Limit switch (asset status),Equipment status,DRUM DR1826 REAR LUBE TIMER,DR-1826
2556,Trunnion Lubrication,23-32091,DR-1826,DR-1826,,,1-16-23 1:49 AM,2023-01-16T01:49:00.000Z,2-9-23 12:00 AM,2023-02-09T00:00:00.000Z,1-21-23 12:02 PM,2023-01-21T12:02:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,"2541, 2542, 2543, 2544, 2545, 2547, 2549, 2550, 2552, 2553, 2554, 2555, 2556, 2557, 2558, 2559","SWISS COMBI ROTARY DRYER DRUM, SEW GEARBOX - LEFT HAND DRIVE -, SEW GEARBOX - LEFT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, TRUNNION (A) - LEFT HAND DRIVE, TRUNNION (B)- RIGHT HAND DRIVE, TRUNNION (D) - LEFT HAND DRIVE, TRUNNION (C) - RIGHT HAND DRIVE, THRUST ROLLER ASSEMBLY, THRUST ROLLER ASSEMBLY, TRUNNION LUBRICATION SYSTEM",,No,CH-DRYER_A,CH-DRYER_A:DR1826.STAIND,DR-1826,DR,STAIND,"Status indication (open/closed, run/stop)",Drum/Drive (asset),Equipment status,DRUM DR1826 MASTER  START,DR-1826
2556,Trunnion Lubrication,23-32091,DR-1826,DR-1826,,,1-16-23 1:49 AM,2023-01-16T01:49:00.000Z,2-9-23 12:00 AM,2023-02-09T00:00:00.000Z,1-21-23 12:02 PM,2023-01-21T12:02:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,"2541, 2542, 2543, 2544, 2545, 2547, 2549, 2550, 2552, 2553, 2554, 2555, 2556, 2557, 2558, 2559","SWISS COMBI ROTARY DRYER DRUM, SEW GEARBOX - LEFT HAND DRIVE -, SEW GEARBOX - LEFT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, TRUNNION (A) - LEFT HAND DRIVE, TRUNNION (B)- RIGHT HAND DRIVE, TRUNNION (D) - LEFT HAND DRIVE, TRUNNION (C) - RIGHT HAND DRIVE, THRUST ROLLER ASSEMBLY, THRUST ROLLER ASSEMBLY, TRUNNION LUBRICATION SYSTEM",,No,CH-DR_DUSTCOLL,CH-DR_DUSTCOLL:RV1834.STAIND,RV-1834,RV,STAIND,"Status indication (open/closed, run/stop)",Rotary valve (asset),Equipment Status,DRUM DR1826 MASTER START,DR-1826
2556,Trunnion Lubrication,23-32091,DR-1826,DR-1826,,,1-16-23 1:49 AM,2023-01-16T01:49:00.000Z,2-9-23 12:00 AM,2023-02-09T00:00:00.000Z,1-21-23 12:02 PM,2023-01-21T12:02:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,"2541, 2542, 2543, 2544, 2545, 2547, 2549, 2550, 2552, 2553, 2554, 2555, 2556, 2557, 2558, 2559","SWISS COMBI ROTARY DRYER DRUM, SEW GEARBOX - LEFT HAND DRIVE -, SEW GEARBOX - LEFT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, TRUNNION (A) - LEFT HAND DRIVE, TRUNNION (B)- RIGHT HAND DRIVE, TRUNNION (D) - LEFT HAND DRIVE, TRUNNION (C) - RIGHT HAND DRIVE, THRUST ROLLER ASSEMBLY, THRUST ROLLER ASSEMBLY, TRUNNION LUBRICATION SYSTEM",,No,CH-DR_DUSTCOLL,CH-DR_DUSTCOLL:SI18216.MEAS,SI-18216,SI,MEAS,Measured value (PV),Speed indication (feedback),Measurement,DRUM DR1826 MOTOR A AMPERAGE,DR-1826
2556,Trunnion Lubrication,23-32091,DR-1826,DR-1826,,,1-16-23 1:49 AM,2023-01-16T01:49:00.000Z,2-9-23 12:00 AM,2023-02-09T00:00:00.000Z,1-21-23 12:02 PM,2023-01-21T12:02:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,"2541, 2542, 2543, 2544, 2545, 2547, 2549, 2550, 2552, 2553, 2554, 2555, 2556, 2557, 2558, 2559","SWISS COMBI ROTARY DRYER DRUM, SEW GEARBOX - LEFT HAND DRIVE -, SEW GEARBOX - LEFT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, TRUNNION (A) - LEFT HAND DRIVE, TRUNNION (B)- RIGHT HAND DRIVE, TRUNNION (D) - LEFT HAND DRIVE, TRUNNION (C) - RIGHT HAND DRIVE, THRUST ROLLER ASSEMBLY, THRUST ROLLER ASSEMBLY, TRUNNION LUBRICATION SYSTEM",,No,CH-DR_DUSTCOLL,CH-DR_DUSTCOLL:SSL18216.CIN,SSL-18216,SSL,CIN,Contact input (discrete),Speed switch (motion proof),Discrete Input,DRUM DR1826 MOTOR B AMPERAGE,DR-1826
2556,Trunnion Lubrication,23-32091,DR-1826,DR-1826,,,1-16-23 1:49 AM,2023-01-16T01:49:00.000Z,2-9-23 12:00 AM,2023-02-09T00:00:00.000Z,1-21-23 12:02 PM,2023-01-21T12:02:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,"2541, 2542, 2543, 2544, 2545, 2547, 2549, 2550, 2552, 2553, 2554, 2555, 2556, 2557, 2558, 2559","SWISS COMBI ROTARY DRYER DRUM, SEW GEARBOX - LEFT HAND DRIVE -, SEW GEARBOX - LEFT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, TRUNNION (A) - LEFT HAND DRIVE, TRUNNION (B)- RIGHT HAND DRIVE, TRUNNION (D) - LEFT HAND DRIVE, TRUNNION (C) - RIGHT HAND DRIVE, THRUST ROLLER ASSEMBLY, THRUST ROLLER ASSEMBLY, TRUNNION LUBRICATION SYSTEM",,No,CH-DR_DECANT702,CH-DR_DECANT702:ST17706B.RO01,ST-17706B,ST,RO01,Binary/relay output channel,Speed/torque transmitter,Binary Output,DRUM DR1826 REAR LUBE TIMER,DR-1826
2556,Trunnion Lubrication,23-32091,DR-1826,DR-1826,,,1-16-23 1:49 AM,2023-01-16T01:49:00.000Z,2-9-23 12:00 AM,2023-02-09T00:00:00.000Z,1-21-23 12:02 PM,2023-01-21T12:02:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,"2541, 2542, 2543, 2544, 2545, 2547, 2549, 2550, 2552, 2553, 2554, 2555, 2556, 2557, 2558, 2559","SWISS COMBI ROTARY DRYER DRUM, SEW GEARBOX - LEFT HAND DRIVE -, SEW GEARBOX - LEFT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, TRUNNION (A) - LEFT HAND DRIVE, TRUNNION (B)- RIGHT HAND DRIVE, TRUNNION (D) - LEFT HAND DRIVE, TRUNNION (C) - RIGHT HAND DRIVE, THRUST ROLLER ASSEMBLY, THRUST ROLLER ASSEMBLY, TRUNNION LUBRICATION SYSTEM",,No,CH-DR_DUSTCOLL,CH-DR_DUSTCOLL:SSL18222.CIN,SSL-18222,SSL,CIN,Contact input (discrete),Speed switch (motion proof),Discrete Input,DRUM DR1826 MOTOR C AMPERAGE,DR-1826
2556,Trunnion Lubrication,23-32091,DR-1826,DR-1826,,,1-16-23 1:49 AM,2023-01-16T01:49:00.000Z,2-9-23 12:00 AM,2023-02-09T00:00:00.000Z,1-21-23 12:02 PM,2023-01-21T12:02:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,"2541, 2542, 2543, 2544, 2545, 2547, 2549, 2550, 2552, 2553, 2554, 2555, 2556, 2557, 2558, 2559","SWISS COMBI ROTARY DRYER DRUM, SEW GEARBOX - LEFT HAND DRIVE -, SEW GEARBOX - LEFT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, TRUNNION (A) - LEFT HAND DRIVE, TRUNNION (B)- RIGHT HAND DRIVE, TRUNNION (D) - LEFT HAND DRIVE, TRUNNION (C) - RIGHT HAND DRIVE, THRUST ROLLER ASSEMBLY, THRUST ROLLER ASSEMBLY, TRUNNION LUBRICATION SYSTEM",,No,CH-DR_DUSTCOLL,CH-DR_DUSTCOLL:SY18211.OUT,SY-18211,SY,OUT,Controller output (CO),Speed output (VFD demand),Output/Demand,DRUM DR1826 MOTOR D AMPERAGE,DR-1826
2556,Trunnion Lubrication,23-32091,DR-1826,DR-1826,,,1-16-23 1:49 AM,2023-01-16T01:49:00.000Z,2-9-23 12:00 AM,2023-02-09T00:00:00.000Z,1-21-23 12:02 PM,2023-01-21T12:02:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,"2541, 2542, 2543, 2544, 2545, 2547, 2549, 2550, 2552, 2553, 2554, 2555, 2556, 2557, 2558, 2559","SWISS COMBI ROTARY DRYER DRUM, SEW GEARBOX - LEFT HAND DRIVE -, SEW GEARBOX - LEFT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, TRUNNION (A) - LEFT HAND DRIVE, TRUNNION (B)- RIGHT HAND DRIVE, TRUNNION (D) - LEFT HAND DRIVE, TRUNNION (C) - RIGHT HAND DRIVE, THRUST ROLLER ASSEMBLY, THRUST ROLLER ASSEMBLY, TRUNNION LUBRICATION SYSTEM",,No,CH-DR_UTIL_WTR,CH-DR_UTIL_WTR:TT35450.MEAS,TT-35450,TT,MEAS,Measured value (PV),Temperature transmitter,Measurement,DRUM DR1826 FRONT LUBEN TIMER,DR-1826
2556,Trunnion Lubrication,23-32091,DR-1826,DR-1826,,,1-16-23 1:49 AM,2023-01-16T01:49:00.000Z,2-9-23 12:00 AM,2023-02-09T00:00:00.000Z,1-21-23 12:02 PM,2023-01-21T12:02:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,"2541, 2542, 2543, 2544, 2545, 2547, 2549, 2550, 2552, 2553, 2554, 2555, 2556, 2557, 2558, 2559","SWISS COMBI ROTARY DRYER DRUM, SEW GEARBOX - LEFT HAND DRIVE -, SEW GEARBOX - LEFT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, TRUNNION (A) - LEFT HAND DRIVE, TRUNNION (B)- RIGHT HAND DRIVE, TRUNNION (D) - LEFT HAND DRIVE, TRUNNION (C) - RIGHT HAND DRIVE, THRUST ROLLER ASSEMBLY, THRUST ROLLER ASSEMBLY, TRUNNION LUBRICATION SYSTEM",,No,CH-DR_UTIL_WTR,CH-DR_UTIL_WTR:TT35451.MEAS,TT-35451,TT,MEAS,Measured value (PV),Temperature transmitter,Measurement,DRUM DR1826 REAR LUBE TIMER,DR-1826
2556,Trunnion Lubrication,23-32091,DR-1826,DR-1826,,,1-16-23 1:49 AM,2023-01-16T01:49:00.000Z,2-9-23 12:00 AM,2023-02-09T00:00:00.000Z,1-21-23 12:02 PM,2023-01-21T12:02:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,"2541, 2542, 2543, 2544, 2545, 2547, 2549, 2550, 2552, 2553, 2554, 2555, 2556, 2557, 2558, 2559","SWISS COMBI ROTARY DRYER DRUM, SEW GEARBOX - LEFT HAND DRIVE -, SEW GEARBOX - LEFT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, TRUNNION (A) - LEFT HAND DRIVE, TRUNNION (B)- RIGHT HAND DRIVE, TRUNNION (D) - LEFT HAND DRIVE, TRUNNION (C) - RIGHT HAND DRIVE, THRUST ROLLER ASSEMBLY, THRUST ROLLER ASSEMBLY, TRUNNION LUBRICATION SYSTEM",,No,CH-DR_DUSTCOLL,CH-DR_DUSTCOLL:RV1834.STAIND,RV-1834,RV,STAIND,"Status indication (open/closed, run/stop)",Rotary valve (asset),Equipment status,DRUM DR1826 MASTER  START,DR-1826
2556,Trunnion Lubrication,23-32091,DR-1826,DR-1826,,,1-16-23 1:49 AM,2023-01-16T01:49:00.000Z,2-9-23 12:00 AM,2023-02-09T00:00:00.000Z,1-21-23 12:02 PM,2023-01-21T12:02:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,"2541, 2542, 2543, 2544, 2545, 2547, 2549, 2550, 2552, 2553, 2554, 2555, 2556, 2557, 2558, 2559","SWISS COMBI ROTARY DRYER DRUM, SEW GEARBOX - LEFT HAND DRIVE -, SEW GEARBOX - LEFT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, TRUNNION (A) - LEFT HAND DRIVE, TRUNNION (B)- RIGHT HAND DRIVE, TRUNNION (D) - LEFT HAND DRIVE, TRUNNION (C) - RIGHT HAND DRIVE, THRUST ROLLER ASSEMBLY, THRUST ROLLER ASSEMBLY, TRUNNION LUBRICATION SYSTEM",,No,CH-DR_DUSTCOLL,CH-DR_DUSTCOLL:XV18211.STAIND,XV-18211,XV,STAIND,"Status indication (open/closed, run/stop)",Valve/damper/door status (discrete),Equipment status,DRUM DR1826 MOTOR A AMPERAGE,DR-1826
